segment_id,song_id,audio_path,valence_mean,arousal_mean
1865,1865,data/processed_audio/1865.wav,6.8,5.9
1599,1599,data/processed_audio/1599.wav,3.6,4.1
873,873,data/processed_audio/873.wav,6.8,7.0
1162,1162,data/processed_audio/1162.wav,3.6,3.8
964,964,data/processed_audio/964.wav,7.6,7.0
1195,1195,data/processed_audio/1195.wav,4.2,4.0
1230,1230,data/processed_audio/1230.wav,5.3,3.7
381,381,data/processed_audio/381.wav,6.0,6.7
1888,1888,data/processed_audio/1888.wav,3.4,3.2
1100,1100,data/processed_audio/1100.wav,6.3,5.6
1408,1408,data/processed_audio/1408.wav,4.2,5.0
1160,1160,data/processed_audio/1160.wav,6.4,5.4
1004,1004,data/processed_audio/1004.wav,3.8,4.7
1562,1562,data/processed_audio/1562.wav,4.8,6.3
168,168,data/processed_audio/168.wav,3.3,3.4
1261,1261,data/processed_audio/1261.wav,3.8,3.1
178,178,data/processed_audio/178.wav,2.8,3.7
1246,1246,data/processed_audio/1246.wav,4.5,3.1
2057,2057,data/processed_audio/2057.wav,3.17,6.83
1681,1681,data/processed_audio/1681.wav,5.0,3.5
1345,1345,data/processed_audio/1345.wav,4.5,2.9
1245,1245,data/processed_audio/1245.wav,6.4,5.3
1381,1381,data/processed_audio/1381.wav,6.1,7.1
1725,1725,data/processed_audio/1725.wav,5.2,4.4
1548,1548,data/processed_audio/1548.wav,4.6,3.7
1214,1214,data/processed_audio/1214.wav,6.2,5.3
25,25,data/processed_audio/25.wav,7.9,4.7
990,990,data/processed_audio/990.wav,6.0,6.1
37,37,data/processed_audio/37.wav,6.6,5.3
332,332,data/processed_audio/332.wav,5.5,6.9
506,506,data/processed_audio/506.wav,2.9,4.1
5,5,data/processed_audio/5.wav,4.4,5.3
836,836,data/processed_audio/836.wav,7.1,5.7
740,740,data/processed_audio/740.wav,3.7,4.0
1226,1226,data/processed_audio/1226.wav,3.9,3.8
379,379,data/processed_audio/379.wav,1.9,2.9
95,95,data/processed_audio/95.wav,3.3,4.6
1485,1485,data/processed_audio/1485.wav,4.7,3.8
1553,1553,data/processed_audio/1553.wav,5.6,5.9
1558,1558,data/processed_audio/1558.wav,3.4,5.9
135,135,data/processed_audio/135.wav,3.7,3.5
106,106,data/processed_audio/106.wav,4.6,3.3
1048,1048,data/processed_audio/1048.wav,5.0,6.7
1331,1331,data/processed_audio/1331.wav,5.3,4.4
1700,1700,data/processed_audio/1700.wav,5.6,5.0
1791,1791,data/processed_audio/1791.wav,5.3,3.3
1334,1334,data/processed_audio/1334.wav,3.8,7.8
1816,1816,data/processed_audio/1816.wav,5.0,4.5
1917,1917,data/processed_audio/1917.wav,4.1,4.6
2052,2052,data/processed_audio/2052.wav,3.2,5.2
459,459,data/processed_audio/459.wav,6.3,6.1
499,499,data/processed_audio/499.wav,3.6,3.6
1379,1379,data/processed_audio/1379.wav,5.8,5.7
1746,1746,data/processed_audio/1746.wav,5.7,4.8
1615,1615,data/processed_audio/1615.wav,5.7,4.6
1927,1927,data/processed_audio/1927.wav,5.6,4.6
441,441,data/processed_audio/441.wav,4.6,5.1
1224,1224,data/processed_audio/1224.wav,6.2,6.8
527,527,data/processed_audio/527.wav,4.0,5.7
246,246,data/processed_audio/246.wav,4.9,3.2
631,631,data/processed_audio/631.wav,7.6,3.1
936,936,data/processed_audio/936.wav,5.4,4.7
1659,1659,data/processed_audio/1659.wav,4.6,4.6
1760,1760,data/processed_audio/1760.wav,4.3,4.1
2043,2043,data/processed_audio/2043.wav,5.6,4.4
1577,1577,data/processed_audio/1577.wav,5.2,4.7
1126,1126,data/processed_audio/1126.wav,3.9,3.2
1607,1607,data/processed_audio/1607.wav,4.5,3.0
1758,1758,data/processed_audio/1758.wav,5.4,3.0
686,686,data/processed_audio/686.wav,3.4,5.5
1589,1589,data/processed_audio/1589.wav,5.8,6.1
1404,1404,data/processed_audio/1404.wav,3.8,2.7
1154,1154,data/processed_audio/1154.wav,3.9,4.4
1358,1358,data/processed_audio/1358.wav,6.0,6.0
192,192,data/processed_audio/192.wav,5.8,6.1
1420,1420,data/processed_audio/1420.wav,4.8,3.1
1085,1085,data/processed_audio/1085.wav,6.1,5.2
993,993,data/processed_audio/993.wav,4.4,3.8
1003,1003,data/processed_audio/1003.wav,5.3,3.3
1135,1135,data/processed_audio/1135.wav,3.1,2.7
826,826,data/processed_audio/826.wav,4.0,4.7
1863,1863,data/processed_audio/1863.wav,6.4,5.7
432,432,data/processed_audio/432.wav,5.3,5.3
278,278,data/processed_audio/278.wav,5.5,5.1
1596,1596,data/processed_audio/1596.wav,5.5,5.1
202,202,data/processed_audio/202.wav,4.6,5.2
89,89,data/processed_audio/89.wav,4.5,4.8
1896,1896,data/processed_audio/1896.wav,4.9,2.1
773,773,data/processed_audio/773.wav,4.5,4.7
1487,1487,data/processed_audio/1487.wav,4.3,2.4
1673,1673,data/processed_audio/1673.wav,6.1,5.9
40,40,data/processed_audio/40.wav,4.6,4.8
1869,1869,data/processed_audio/1869.wav,4.1,3.7
209,209,data/processed_audio/209.wav,3.1,4.6
2054,2054,data/processed_audio/2054.wav,5.4,3.6
1840,1840,data/processed_audio/1840.wav,4.8,5.4
393,393,data/processed_audio/393.wav,6.0,6.4
1197,1197,data/processed_audio/1197.wav,3.9,2.8
2001,2001,data/processed_audio/2001.wav,3.2,6.6
1463,1463,data/processed_audio/1463.wav,3.3,3.0
692,692,data/processed_audio/692.wav,6.9,6.1
138,138,data/processed_audio/138.wav,3.8,2.4
1780,1780,data/processed_audio/1780.wav,4.8,3.5
616,616,data/processed_audio/616.wav,3.5,5.0
494,494,data/processed_audio/494.wav,3.7,4.1
1252,1252,data/processed_audio/1252.wav,5.2,5.1
1365,1365,data/processed_audio/1365.wav,6.5,6.4
662,662,data/processed_audio/662.wav,5.9,5.1
1065,1065,data/processed_audio/1065.wav,6.0,6.4
207,207,data/processed_audio/207.wav,4.8,4.8
237,237,data/processed_audio/237.wav,4.2,3.9
844,844,data/processed_audio/844.wav,3.8,3.4
2004,2004,data/processed_audio/2004.wav,5.0,4.8
801,801,data/processed_audio/801.wav,3.3,3.5
2024,2024,data/processed_audio/2024.wav,6.4,4.4
586,586,data/processed_audio/586.wav,5.2,5.9
1829,1829,data/processed_audio/1829.wav,4.8,3.6
1628,1628,data/processed_audio/1628.wav,4.7,4.8
1618,1618,data/processed_audio/1618.wav,6.1,3.9
229,229,data/processed_audio/229.wav,4.8,4.8
1068,1068,data/processed_audio/1068.wav,5.9,5.3
787,787,data/processed_audio/787.wav,6.1,6.3
1988,1988,data/processed_audio/1988.wav,5.5,5.8
150,150,data/processed_audio/150.wav,5.0,5.4
1421,1421,data/processed_audio/1421.wav,4.2,3.2
1456,1456,data/processed_audio/1456.wav,4.3,2.2
523,523,data/processed_audio/523.wav,5.1,5.9
1403,1403,data/processed_audio/1403.wav,5.6,5.1
1307,1307,data/processed_audio/1307.wav,5.1,5.4
1302,1302,data/processed_audio/1302.wav,4.4,3.8
913,913,data/processed_audio/913.wav,4.8,3.3
880,880,data/processed_audio/880.wav,4.9,3.8
1070,1070,data/processed_audio/1070.wav,5.2,5.8
98,98,data/processed_audio/98.wav,4.3,2.7
2033,2033,data/processed_audio/2033.wav,3.17,6.83
241,241,data/processed_audio/241.wav,4.1,4.6
1333,1333,data/processed_audio/1333.wav,4.5,5.7
1766,1766,data/processed_audio/1766.wav,3.7,3.0
1289,1289,data/processed_audio/1289.wav,5.0,4.4
1601,1601,data/processed_audio/1601.wav,5.0,5.3
672,672,data/processed_audio/672.wav,4.4,6.3
301,301,data/processed_audio/301.wav,3.2,3.7
1605,1605,data/processed_audio/1605.wav,5.6,4.0
258,258,data/processed_audio/258.wav,4.3,4.3
820,820,data/processed_audio/820.wav,6.4,6.4
1270,1270,data/processed_audio/1270.wav,4.6,5.3
938,938,data/processed_audio/938.wav,7.3,4.2
1734,1734,data/processed_audio/1734.wav,5.1,5.2
1043,1043,data/processed_audio/1043.wav,4.9,5.0
1225,1225,data/processed_audio/1225.wav,3.4,4.6
790,790,data/processed_audio/790.wav,7.2,5.4
435,435,data/processed_audio/435.wav,4.5,5.9
995,995,data/processed_audio/995.wav,4.7,2.4
504,504,data/processed_audio/504.wav,4.8,4.0
1097,1097,data/processed_audio/1097.wav,5.5,5.4
353,353,data/processed_audio/353.wav,4.0,4.8
706,706,data/processed_audio/706.wav,5.5,6.0
282,282,data/processed_audio/282.wav,3.2,4.2
481,481,data/processed_audio/481.wav,3.4,4.7
1096,1096,data/processed_audio/1096.wav,3.8,3.6
316,316,data/processed_audio/316.wav,2.8,3.5
1706,1706,data/processed_audio/1706.wav,4.9,4.0
265,265,data/processed_audio/265.wav,4.5,6.4
1521,1521,data/processed_audio/1521.wav,4.8,4.9
213,213,data/processed_audio/213.wav,2.6,2.5
1460,1460,data/processed_audio/1460.wav,4.8,3.9
1880,1880,data/processed_audio/1880.wav,5.4,3.2
1228,1228,data/processed_audio/1228.wav,5.4,3.3
1212,1212,data/processed_audio/1212.wav,3.5,2.7
7,7,data/processed_audio/7.wav,5.8,6.4
1000,1000,data/processed_audio/1000.wav,6.8,5.6
1858,1858,data/processed_audio/1858.wav,5.2,5.6
1634,1634,data/processed_audio/1634.wav,5.5,6.1
725,725,data/processed_audio/725.wav,5.1,5.1
1074,1074,data/processed_audio/1074.wav,6.8,6.4
886,886,data/processed_audio/886.wav,5.9,5.4
1617,1617,data/processed_audio/1617.wav,6.1,5.9
1860,1860,data/processed_audio/1860.wav,3.7,3.5
1683,1683,data/processed_audio/1683.wav,6.0,4.8
1168,1168,data/processed_audio/1168.wav,4.4,3.3
1148,1148,data/processed_audio/1148.wav,3.4,3.0
311,311,data/processed_audio/311.wav,5.8,6.9
1428,1428,data/processed_audio/1428.wav,4.7,3.5
490,490,data/processed_audio/490.wav,3.9,3.7
987,987,data/processed_audio/987.wav,6.3,3.6
2029,2029,data/processed_audio/2029.wav,4.17,4.0
225,225,data/processed_audio/225.wav,3.7,4.2
1370,1370,data/processed_audio/1370.wav,4.3,4.1
717,717,data/processed_audio/717.wav,4.5,4.9
374,374,data/processed_audio/374.wav,7.0,4.9
2,2,data/processed_audio/2.wav,3.1,3.0
651,651,data/processed_audio/651.wav,6.4,7.1
300,300,data/processed_audio/300.wav,6.8,4.5
1788,1788,data/processed_audio/1788.wav,3.6,6.0
911,911,data/processed_audio/911.wav,7.1,4.0
1941,1941,data/processed_audio/1941.wav,5.2,4.4
426,426,data/processed_audio/426.wav,5.3,5.3
378,378,data/processed_audio/378.wav,5.5,5.9
320,320,data/processed_audio/320.wav,7.4,6.6
1950,1950,data/processed_audio/1950.wav,3.8,3.4
1664,1664,data/processed_audio/1664.wav,4.2,4.0
1712,1712,data/processed_audio/1712.wav,4.4,2.9
1523,1523,data/processed_audio/1523.wav,6.9,4.8
704,704,data/processed_audio/704.wav,4.1,4.2
415,415,data/processed_audio/415.wav,6.0,5.2
1396,1396,data/processed_audio/1396.wav,6.1,6.0
980,980,data/processed_audio/980.wav,5.8,4.3
1629,1629,data/processed_audio/1629.wav,6.4,6.3
1010,1010,data/processed_audio/1010.wav,6.5,6.5
148,148,data/processed_audio/148.wav,4.7,5.0
1909,1909,data/processed_audio/1909.wav,4.9,5.0
1802,1802,data/processed_audio/1802.wav,5.7,6.6
1544,1544,data/processed_audio/1544.wav,6.4,5.4
621,621,data/processed_audio/621.wav,2.9,4.4
1124,1124,data/processed_audio/1124.wav,5.4,5.1
1576,1576,data/processed_audio/1576.wav,5.4,3.9
864,864,data/processed_audio/864.wav,5.7,5.9
866,866,data/processed_audio/866.wav,5.8,5.1
1711,1711,data/processed_audio/1711.wav,5.0,3.2
1915,1915,data/processed_audio/1915.wav,6.3,6.5
2045,2045,data/processed_audio/2045.wav,4.8,3.2
1794,1794,data/processed_audio/1794.wav,4.2,3.7
1889,1889,data/processed_audio/1889.wav,5.6,5.5
1028,1028,data/processed_audio/1028.wav,4.5,4.8
219,219,data/processed_audio/219.wav,2.4,3.8
67,67,data/processed_audio/67.wav,7.2,6.8
1101,1101,data/processed_audio/1101.wav,3.7,2.4
1991,1991,data/processed_audio/1991.wav,5.0,6.0
1115,1115,data/processed_audio/1115.wav,4.4,3.9
175,175,data/processed_audio/175.wav,3.7,4.3
1317,1317,data/processed_audio/1317.wav,5.3,6.2
899,899,data/processed_audio/899.wav,5.3,6.3
423,423,data/processed_audio/423.wav,5.2,4.5
2050,2050,data/processed_audio/2050.wav,4.4,3.6
996,996,data/processed_audio/996.wav,6.0,6.7
592,592,data/processed_audio/592.wav,5.45,5.09
1449,1449,data/processed_audio/1449.wav,4.6,4.1
1391,1391,data/processed_audio/1391.wav,4.3,5.7
195,195,data/processed_audio/195.wav,4.2,2.7
1672,1672,data/processed_audio/1672.wav,4.4,2.6
197,197,data/processed_audio/197.wav,2.2,2.8
1662,1662,data/processed_audio/1662.wav,6.1,6.0
1067,1067,data/processed_audio/1067.wav,4.0,3.4
1208,1208,data/processed_audio/1208.wav,6.2,4.6
1572,1572,data/processed_audio/1572.wav,5.5,5.0
1052,1052,data/processed_audio/1052.wav,5.5,6.6
1630,1630,data/processed_audio/1630.wav,6.0,5.4
1451,1451,data/processed_audio/1451.wav,5.1,4.8
643,643,data/processed_audio/643.wav,3.5,4.2
689,689,data/processed_audio/689.wav,3.8,4.6
611,611,data/processed_audio/611.wav,5.1,4.8
1761,1761,data/processed_audio/1761.wav,7.9,7.1
53,53,data/processed_audio/53.wav,4.3,5.1
1202,1202,data/processed_audio/1202.wav,4.1,2.7
1753,1753,data/processed_audio/1753.wav,3.2,3.4
361,361,data/processed_audio/361.wav,2.55,3.36
1524,1524,data/processed_audio/1524.wav,5.6,4.4
118,118,data/processed_audio/118.wav,4.9,4.6
1166,1166,data/processed_audio/1166.wav,4.6,3.3
1690,1690,data/processed_audio/1690.wav,5.4,4.6
1424,1424,data/processed_audio/1424.wav,4.5,3.5
2013,2013,data/processed_audio/2013.wav,5.4,5.6
1929,1929,data/processed_audio/1929.wav,5.1,6.7
726,726,data/processed_audio/726.wav,7.0,3.6
47,47,data/processed_audio/47.wav,4.4,4.4
714,714,data/processed_audio/714.wav,4.4,4.8
1665,1665,data/processed_audio/1665.wav,5.6,5.7
93,93,data/processed_audio/93.wav,7.2,6.0
700,700,data/processed_audio/700.wav,4.8,5.6
1114,1114,data/processed_audio/1114.wav,3.4,3.3
1123,1123,data/processed_audio/1123.wav,3.1,3.1
1684,1684,data/processed_audio/1684.wav,5.1,5.0
1932,1932,data/processed_audio/1932.wav,4.8,6.0
1625,1625,data/processed_audio/1625.wav,4.9,4.4
1720,1720,data/processed_audio/1720.wav,7.5,6.0
125,125,data/processed_audio/125.wav,4.5,4.2
1958,1958,data/processed_audio/1958.wav,4.8,5.1
1417,1417,data/processed_audio/1417.wav,4.6,2.4
1369,1369,data/processed_audio/1369.wav,6.8,6.6
77,77,data/processed_audio/77.wav,4.2,2.9
1282,1282,data/processed_audio/1282.wav,6.8,6.4
1494,1494,data/processed_audio/1494.wav,4.9,3.8
2036,2036,data/processed_audio/2036.wav,3.83,4.67
436,436,data/processed_audio/436.wav,4.3,5.2
1696,1696,data/processed_audio/1696.wav,3.8,3.3
1042,1042,data/processed_audio/1042.wav,5.0,4.3
1549,1549,data/processed_audio/1549.wav,4.9,5.2
598,598,data/processed_audio/598.wav,4.0,5.6
1813,1813,data/processed_audio/1813.wav,6.1,5.7
1611,1611,data/processed_audio/1611.wav,5.7,6.2
1462,1462,data/processed_audio/1462.wav,4.8,3.9
1217,1217,data/processed_audio/1217.wav,3.9,2.6
349,349,data/processed_audio/349.wav,4.6,5.8
962,962,data/processed_audio/962.wav,7.4,3.4
274,274,data/processed_audio/274.wav,7.7,6.0
2034,2034,data/processed_audio/2034.wav,6.2,4.6
750,750,data/processed_audio/750.wav,5.3,5.7
910,910,data/processed_audio/910.wav,7.0,6.6
1007,1007,data/processed_audio/1007.wav,5.2,5.4
1336,1336,data/processed_audio/1336.wav,3.6,2.7
512,512,data/processed_audio/512.wav,5.1,5.4
296,296,data/processed_audio/296.wav,5.9,5.7
1310,1310,data/processed_audio/1310.wav,5.1,4.4
1477,1477,data/processed_audio/1477.wav,5.1,4.5
1082,1082,data/processed_audio/1082.wav,6.7,6.4
1738,1738,data/processed_audio/1738.wav,2.8,4.8
1363,1363,data/processed_audio/1363.wav,5.1,3.6
1938,1938,data/processed_audio/1938.wav,5.6,7.0
708,708,data/processed_audio/708.wav,3.2,3.2
1172,1172,data/processed_audio/1172.wav,3.9,2.5
850,850,data/processed_audio/850.wav,3.6,3.1
1812,1812,data/processed_audio/1812.wav,5.0,5.0
455,455,data/processed_audio/455.wav,5.4,5.7
228,228,data/processed_audio/228.wav,3.5,4.0
1050,1050,data/processed_audio/1050.wav,6.0,5.8
1745,1745,data/processed_audio/1745.wav,7.1,5.9
1528,1528,data/processed_audio/1528.wav,5.5,4.6
442,442,data/processed_audio/442.wav,4.1,4.5
1658,1658,data/processed_audio/1658.wav,6.2,5.9
1025,1025,data/processed_audio/1025.wav,5.1,6.1
756,756,data/processed_audio/756.wav,5.9,6.8
1584,1584,data/processed_audio/1584.wav,4.9,4.6
1718,1718,data/processed_audio/1718.wav,4.7,3.5
1913,1913,data/processed_audio/1913.wav,6.0,6.5
1468,1468,data/processed_audio/1468.wav,3.7,2.0
1821,1821,data/processed_audio/1821.wav,6.2,6.6
2003,2003,data/processed_audio/2003.wav,5.4,4.6
162,162,data/processed_audio/162.wav,3.7,4.6
846,846,data/processed_audio/846.wav,6.0,5.5
1701,1701,data/processed_audio/1701.wav,4.0,3.1
410,410,data/processed_audio/410.wav,3.8,5.1
904,904,data/processed_audio/904.wav,5.7,4.2
214,214,data/processed_audio/214.wav,3.6,4.1
1341,1341,data/processed_audio/1341.wav,3.5,3.2
1520,1520,data/processed_audio/1520.wav,5.3,5.3
825,825,data/processed_audio/825.wav,4.1,5.7
1751,1751,data/processed_audio/1751.wav,4.1,4.3
1481,1481,data/processed_audio/1481.wav,3.9,3.7
226,226,data/processed_audio/226.wav,4.9,5.0
1502,1502,data/processed_audio/1502.wav,7.2,7.0
480,480,data/processed_audio/480.wav,2.7,4.1
1671,1671,data/processed_audio/1671.wav,4.2,3.3
1850,1850,data/processed_audio/1850.wav,3.7,2.7
1092,1092,data/processed_audio/1092.wav,5.8,6.3
355,355,data/processed_audio/355.wav,5.1,6.5
257,257,data/processed_audio/257.wav,7.6,6.9
1109,1109,data/processed_audio/1109.wav,4.2,2.4
475,475,data/processed_audio/475.wav,5.6,5.0
1427,1427,data/processed_audio/1427.wav,5.0,4.9
1264,1264,data/processed_audio/1264.wav,4.6,3.6
69,69,data/processed_audio/69.wav,3.2,3.9
1676,1676,data/processed_audio/1676.wav,5.6,4.9
1169,1169,data/processed_audio/1169.wav,3.9,2.8
1538,1538,data/processed_audio/1538.wav,6.3,4.7
1737,1737,data/processed_audio/1737.wav,3.6,3.6
153,153,data/processed_audio/153.wav,3.9,4.5
1963,1963,data/processed_audio/1963.wav,3.9,5.5
580,580,data/processed_audio/580.wav,2.4,4.4
1876,1876,data/processed_audio/1876.wav,6.3,5.0
1339,1339,data/processed_audio/1339.wav,7.2,6.8
182,182,data/processed_audio/182.wav,2.2,3.7
73,73,data/processed_audio/73.wav,5.8,5.6
1392,1392,data/processed_audio/1392.wav,6.2,6.7
266,266,data/processed_audio/266.wav,3.6,4.8
166,166,data/processed_audio/166.wav,3.1,4.2
1785,1785,data/processed_audio/1785.wav,5.6,5.2
1610,1610,data/processed_audio/1610.wav,6.4,4.1
136,136,data/processed_audio/136.wav,6.8,6.2
1853,1853,data/processed_audio/1853.wav,6.5,5.7
1496,1496,data/processed_audio/1496.wav,6.1,5.8
2027,2027,data/processed_audio/2027.wav,5.8,5.4
514,514,data/processed_audio/514.wav,4.3,5.8
579,579,data/processed_audio/579.wav,3.1,3.2
1298,1298,data/processed_audio/1298.wav,6.9,5.6
1110,1110,data/processed_audio/1110.wav,5.1,5.4
171,171,data/processed_audio/171.wav,2.1,3.6
1231,1231,data/processed_audio/1231.wav,5.5,6.5
1016,1016,data/processed_audio/1016.wav,3.3,1.9
1383,1383,data/processed_audio/1383.wav,5.6,3.0
129,129,data/processed_audio/129.wav,4.2,6.0
743,743,data/processed_audio/743.wav,3.1,5.0
1987,1987,data/processed_audio/1987.wav,6.5,6.3
1127,1127,data/processed_audio/1127.wav,3.4,3.0
1113,1113,data/processed_audio/1113.wav,3.4,3.0
397,397,data/processed_audio/397.wav,7.0,7.0
518,518,data/processed_audio/518.wav,4.1,3.4
1741,1741,data/processed_audio/1741.wav,3.3,3.5
1090,1090,data/processed_audio/1090.wav,5.6,6.6
1510,1510,data/processed_audio/1510.wav,4.1,5.6
1862,1862,data/processed_audio/1862.wav,5.1,4.9
350,350,data/processed_audio/350.wav,6.0,6.5
1971,1971,data/processed_audio/1971.wav,5.5,5.5
2047,2047,data/processed_audio/2047.wav,6.2,5.0
1436,1436,data/processed_audio/1436.wav,4.7,3.8
264,264,data/processed_audio/264.wav,5.3,5.5
925,925,data/processed_audio/925.wav,4.9,5.7
1708,1708,data/processed_audio/1708.wav,4.2,3.6
2007,2007,data/processed_audio/2007.wav,3.4,4.4
1784,1784,data/processed_audio/1784.wav,5.5,5.1
1288,1288,data/processed_audio/1288.wav,5.2,3.4
1894,1894,data/processed_audio/1894.wav,4.8,4.8
1321,1321,data/processed_audio/1321.wav,4.5,5.7
1019,1019,data/processed_audio/1019.wav,4.3,2.8
234,234,data/processed_audio/234.wav,3.5,3.9
859,859,data/processed_audio/859.wav,3.6,5.1
1239,1239,data/processed_audio/1239.wav,6.3,6.7
82,82,data/processed_audio/82.wav,2.9,3.5
290,290,data/processed_audio/290.wav,2.1,3.9
1726,1726,data/processed_audio/1726.wav,4.6,3.2
1513,1513,data/processed_audio/1513.wav,6.1,6.3
942,942,data/processed_audio/942.wav,4.8,4.1
1301,1301,data/processed_audio/1301.wav,4.4,2.8
644,644,data/processed_audio/644.wav,4.3,5.6
529,529,data/processed_audio/529.wav,4.7,5.8
1934,1934,data/processed_audio/1934.wav,5.8,3.8
1361,1361,data/processed_audio/1361.wav,4.4,2.5
305,305,data/processed_audio/305.wav,6.4,6.8
1054,1054,data/processed_audio/1054.wav,3.7,6.3
1155,1155,data/processed_audio/1155.wav,4.2,4.3
1185,1185,data/processed_audio/1185.wav,6.2,4.8
1080,1080,data/processed_audio/1080.wav,6.0,5.0
1997,1997,data/processed_audio/1997.wav,5.3,3.9
31,31,data/processed_audio/31.wav,4.7,3.8
856,856,data/processed_audio/856.wav,6.7,5.6
1184,1184,data/processed_audio/1184.wav,4.2,2.3
1881,1881,data/processed_audio/1881.wav,5.0,5.2
1235,1235,data/processed_audio/1235.wav,4.9,5.8
198,198,data/processed_audio/198.wav,1.9,3.3
56,56,data/processed_audio/56.wav,6.4,5.8
1012,1012,data/processed_audio/1012.wav,4.3,2.9
1743,1743,data/processed_audio/1743.wav,6.8,6.5
721,721,data/processed_audio/721.wav,5.7,5.5
1397,1397,data/processed_audio/1397.wav,4.3,3.3
469,469,data/processed_audio/469.wav,5.1,5.3
696,696,data/processed_audio/696.wav,5.3,5.8
428,428,data/processed_audio/428.wav,6.6,6.6
741,741,data/processed_audio/741.wav,4.6,4.4
841,841,data/processed_audio/841.wav,4.2,4.7
1964,1964,data/processed_audio/1964.wav,3.6,6.7
615,615,data/processed_audio/615.wav,3.2,5.0
205,205,data/processed_audio/205.wav,3.0,4.5
124,124,data/processed_audio/124.wav,3.7,2.8
1167,1167,data/processed_audio/1167.wav,3.6,2.8
1848,1848,data/processed_audio/1848.wav,5.5,5.0
1594,1594,data/processed_audio/1594.wav,5.6,5.4
384,384,data/processed_audio/384.wav,3.6,4.1
1306,1306,data/processed_audio/1306.wav,5.3,5.3
1967,1967,data/processed_audio/1967.wav,4.7,6.9
422,422,data/processed_audio/422.wav,2.8,3.7
719,719,data/processed_audio/719.wav,7.1,7.2
194,194,data/processed_audio/194.wav,2.7,4.7
999,999,data/processed_audio/999.wav,4.1,5.9
472,472,data/processed_audio/472.wav,6.5,5.2
857,857,data/processed_audio/857.wav,4.9,5.3
997,997,data/processed_audio/997.wav,6.4,6.7
1005,1005,data/processed_audio/1005.wav,5.4,5.1
1069,1069,data/processed_audio/1069.wav,4.3,5.6
1747,1747,data/processed_audio/1747.wav,4.3,2.9
994,994,data/processed_audio/994.wav,6.6,5.3
1518,1518,data/processed_audio/1518.wav,6.1,6.3
1459,1459,data/processed_audio/1459.wav,5.4,5.1
1416,1416,data/processed_audio/1416.wav,4.4,2.7
196,196,data/processed_audio/196.wav,4.3,4.5
1647,1647,data/processed_audio/1647.wav,7.1,5.8
1118,1118,data/processed_audio/1118.wav,4.0,1.9
1571,1571,data/processed_audio/1571.wav,4.4,6.9
1814,1814,data/processed_audio/1814.wav,6.0,5.8
1134,1134,data/processed_audio/1134.wav,4.1,2.1
1409,1409,data/processed_audio/1409.wav,4.9,3.7
1962,1962,data/processed_audio/1962.wav,4.4,5.0
648,648,data/processed_audio/648.wav,5.1,6.8
160,160,data/processed_audio/160.wav,3.5,3.5
1689,1689,data/processed_audio/1689.wav,7.1,6.4
2008,2008,data/processed_audio/2008.wav,5.6,3.6
1717,1717,data/processed_audio/1717.wav,6.0,4.8
1060,1060,data/processed_audio/1060.wav,5.2,6.1
1675,1675,data/processed_audio/1675.wav,5.5,5.7
1564,1564,data/processed_audio/1564.wav,6.1,6.4
1735,1735,data/processed_audio/1735.wav,4.7,3.0
1364,1364,data/processed_audio/1364.wav,4.3,6.2
1949,1949,data/processed_audio/1949.wav,2.2,5.1
2042,2042,data/processed_audio/2042.wav,4.8,4.6
173,173,data/processed_audio/173.wav,4.6,2.2
1440,1440,data/processed_audio/1440.wav,5.1,4.9
145,145,data/processed_audio/145.wav,3.1,5.4
1797,1797,data/processed_audio/1797.wav,3.6,4.1
1702,1702,data/processed_audio/1702.wav,4.1,3.9
1466,1466,data/processed_audio/1466.wav,6.1,4.5
1574,1574,data/processed_audio/1574.wav,5.9,5.4
322,322,data/processed_audio/322.wav,6.1,7.6
1039,1039,data/processed_audio/1039.wav,6.3,4.6
1600,1600,data/processed_audio/1600.wav,5.6,5.6
1885,1885,data/processed_audio/1885.wav,3.9,3.9
240,240,data/processed_audio/240.wav,6.4,6.6
1297,1297,data/processed_audio/1297.wav,4.8,3.7
368,368,data/processed_audio/368.wav,4.8,6.1
1514,1514,data/processed_audio/1514.wav,4.6,5.4
664,664,data/processed_audio/664.wav,7.0,6.6
1762,1762,data/processed_audio/1762.wav,6.1,5.4
891,891,data/processed_audio/891.wav,3.4,5.5
1467,1467,data/processed_audio/1467.wav,4.0,4.2
1499,1499,data/processed_audio/1499.wav,4.8,4.5
1316,1316,data/processed_audio/1316.wav,5.2,4.0
2018,2018,data/processed_audio/2018.wav,6.5,6.33
855,855,data/processed_audio/855.wav,2.9,4.5
1649,1649,data/processed_audio/1649.wav,6.1,6.0
607,607,data/processed_audio/607.wav,4.4,6.1
1926,1926,data/processed_audio/1926.wav,5.2,6.1
876,876,data/processed_audio/876.wav,6.3,6.7
986,986,data/processed_audio/986.wav,5.8,4.5
952,952,data/processed_audio/952.wav,4.2,3.7
1983,1983,data/processed_audio/1983.wav,2.9,3.4
1201,1201,data/processed_audio/1201.wav,6.0,5.5
1414,1414,data/processed_audio/1414.wav,3.7,4.0
884,884,data/processed_audio/884.wav,5.5,5.0
1679,1679,data/processed_audio/1679.wav,5.4,5.6
484,484,data/processed_audio/484.wav,6.4,6.5
1490,1490,data/processed_audio/1490.wav,3.8,3.1
344,344,data/processed_audio/344.wav,4.6,5.2
530,530,data/processed_audio/530.wav,3.3,3.5
1337,1337,data/processed_audio/1337.wav,5.0,6.5
